"","DateTime","Precip_045394","Precip_045395","Precip_045857","Precip_045858","Precip_045859","Precip_Avg","Temp_045394","Temp_045395","Temp_045857","Temp_045858","Temp_045859","Temp_Avg","RH_045394","RH_045395","RH_045857","RH_045858","RH_045859","RH_Avg","Wind_045394","Wind_045395","Wind_045857","Wind_045858","Wind_045859","Wind_Avg","RN_045394","RN_045395","RN_045857","RN_045858","RN_045859","RN_Avg","VP_045394","VP_045395","VP_045857","VP_045858","VP_045859","VP_Avg","LW_045394","LW_045395","LW_045857","LW_045858","LW_045859","LW_Avg"
"1","2009-12-01T00:00:00-05:00","0","0","0","0","0","0","5.79000000000002","5.63","6.14000000000004","5.94","5.84000000000003","5.8680000000000181","0.671867236671555","0.67449044955071","0.678447353979652","0.671498550548319","0.673226518432805","0.6739060218366083","433383.640189613","431697.494085847","438020.732879164","422923.366675335","430099.338850922","431224.91453617613","0","0","0","0","0","0","619.016828675855","614.583315159254","640.389681774108","625.131837458598","622.419692793206","624.30827117220417","27068256","26998272","27198720","27151200","27108000","27104889.6"
"2","2009-12-01T01:00:00-05:00","0","0","0","0","0","0","5.02000000000004","4.86000000000001","5.38","5.17000000000002","5.07000000000005","5.1000000000000245","0.675460076318076","0.677748505634889","0.679716192144744","0.674560741321529","0.676062929373076","0.67670968895846284","444751.92027916","445998.942420271","454043.303379755","440083.978604084","449197.746316697","446815.17819999333","0","0","0","0","0","0","589.921582832221","585.354890489459","608.692935372477","595.32096242897","592.507932823588","594.359660789343","27068256","26998272","27199584","27151200","27108000","27105062.4"
"3","2009-12-01T02:00:00-05:00","0","0","0","0","0","0","4.25","4.08000000000004","4.62","4.40000000000003","4.29000000000002","4.3280000000000189","0.677585691353066","0.679884977081142","0.679229766592523","0.676024369178214","0.677822737922793","0.67810950842554762","457650.939822044","460804.499978028","469609.23575245","456133.905391827","468757.226171501","462591.16142317","0","0","0","0","0","0","560.776846263216","556.009700516414","576.885737138335","565.394968170048","562.547913837384","564.32303318507934","27069120","26998272","27200448","27152064","27108000","27105580.8"
"4","2009-12-01T03:00:00-05:00","0","0","0","0","0","0","3.48000000000002","3.31","3.87","3.63","3.52000000000004","3.5620000000000118","0.677986329907627","0.679842054843409","0.676375677674074","0.675772923468921","0.677363754180679","0.677468148014942","470845.12164405","477285.518171252","485866.925781124","472920.642476092","488783.516841556","479140.3449828148","0","0","0","0","0","0","531.535554520778","526.633074969242","545.039006075272","535.432096337285","532.54765520222","534.23747742095952","25991712","25923456","25888032","26076384","25953696","25966656"
"5","2009-12-01T04:00:00-05:00","0","0","0","0","0","0","3.16000000000003","2.97000000000003","3.51000000000005","3.29000000000002","3.16000000000003","3.2180000000000319","0.700170977963016","0.701718570067045","0.699927279826514","0.698744113056447","0.698047268896839","0.69972164196197217","419405.926825075","425899.420689909","435212.5033498","419505.588768493","439575.655740852","427919.81907482573","0","0","0","0","0","0","536.661028600249","530.663177124163","549.89933652451","540.511207355879","535.033266342496","538.55360318945941","25991712","25923456","25888896","26076384","25953696","25966828.8"
"6","2009-12-01T05:00:00-05:00","0","0","0","0","0","0","2.83000000000004","2.64000000000004","3.15000000000003","2.95000000000005","2.80000000000001","2.8740000000000339","0.723597580706545","0.723731983054991","0.724234984762411","0.722506738590028","0.71951238153846","0.722716733730487","373732.685303279","379822.104380459","390903.430161466","371118.927698386","394681.59294297","382051.748097312","0","0","0","0","0","0","541.80647209554","534.649559953873","554.712957664426","545.610384511528","537.602625465091","542.87639993809159","25991712","25923456","25888896","26076384","25953696","25966828.8"
"7","2009-12-01T06:00:00-05:00","0","0","0","0","0","0","2.5","2.30000000000001","2.79000000000002","2.61000000000001","2.43000000000001","2.52600000000001","0.747810108603609","0.746999358586942","0.749497671806762","0.747004056461616","0.742137337042143","0.74668970650021438","336183.721200179","341051.346187051","355662.742901193","330365.627267729","356154.591872687","343883.60588576779","0","0","0","0","0","0","546.968497766924","538.654857170858","559.609857880359","550.666945641346","540.123641269192","547.20475994573576","25176096","25101792","24974784","25192512","24989472","25086931.2"
"8","2009-12-01T07:00:00-05:00","0","0","0","0","0","0","2.09000000000003","1.92000000000002","2.35000000000002","2.21000000000004","2.05000000000001","2.1240000000000241","0.773388257062745","0.771850211674345","0.773523957485503","0.772738206559334","0.766260603419272","0.77155224724023985","367033.260966905","366406.295142428","383339.57608366","359018.771564942","378185.344274471","370796.64960648125","0","0","0","0","0","0","549.398447652955","541.692006451768","559.770775578601","553.653653796688","542.783829969426","549.45974268988755","25176096","25101792","24974784","25192512","24989472","25086931.2"
"9","2009-12-01T08:00:00-05:00","0","0","0","0","0","0","1.69","1.54000000000002","1.90000000000003","1.80000000000001","1.67000000000002","1.720000000000016","0.799311969465919","0.797556243456356","0.799047860256039","0.799867267974044","0.791201304553377","0.79739692914114713","404405.534917612","400770.290635421","415218.300637147","393455.013296311","409381.03397202","404646.03469170223","0","0","0","0","0","0","551.814956190443","544.719921191139","559.978894144543","556.560787496486","545.434302164213","551.70177223736471","25176096","25101792","24975648","25192512","24989472","25087104"
"10","2009-12-01T09:00:00-05:00","0","0","0","0","0","0","1.29000000000002","1.16000000000003","1.45000000000005","1.40000000000003","1.29000000000002","1.3180000000000303","0.826169227952456","0.824166766307533","0.825516192335821","0.827510379417183","0.817001573109157","0.82407282782442992","446907.706122864","442423.68399533","451895.127515223","433824.371763505","447769.615047739","444564.10088893224","0","0","0","0","0","0","554.233657506313","547.750646733317","560.190405050483","559.533425316311","548.083558104584","553.95833854220166","21466944","21804768","20939040","21650976","21695040","21511353.6"
"11","2009-12-01T10:00:00-05:00","0","0","0","0","0","0","0.240000000000009","0.150000000000034","0.5","0.330000000000041","0.260000000000048","0.29600000000002635","0.858296007091989","0.854273988301717","0.853855934611071","0.860293801138938","0.848145556974318","0.85497305762360654","380823.130726063","386811.55523588","391124.888985603","367529.188914296","399620.315159277","385181.81580422382","0","0","0","0","0","0","533.797665242176","527.843184028479","541.119672231045","538.537715195417","528.249364828358","533.909520305095","21467808","21804768","20939904","21650976","21695040","21511699.2"
"12","2009-12-01T11:00:00-05:00","0","0","0","0","0","0","-0.810000000000002","-0.859999999999957","-0.45999999999998","-0.739999999999952","-0.759999999999991","-0.72599999999997633","0.890850698871109","0.884762367849274","0.88308820521983","0.893508469218652","0.879138789177611","0.88626970606729516","324396.045943843","337566.469614504","341359.828638345","309550.835166052","358376.743531162","334249.98457878118","0","0","0","0","0","0","513.305184887522","507.938039859397","521.990907733229","517.475249779803","508.410070432641","513.82389053851853","21467808","21804768","20940768","21651840","21695040","21512044.8"
"13","2009-12-01T12:00:00-05:00","0","0","0","0","0","0","-1.85999999999996","-1.87","-1.40999999999997","-1.79999999999995","-1.78999999999996","-1.745999999999968","0.923719714348523","0.915433717966863","0.911881218378121","0.926482423135067","0.911062056952945","0.91771582615630387","282093.022955195","300199.905236494","308855.529100581","267841.393544762","326981.482044473","297194.266576301","0","0","0","0","0","0","492.780857812586","488.000744219726","502.835795173587","496.444229270892","488.541086415112","493.72054257838062","22516704","22099392","22880448","22347360","21796992","22328179.2"
"14","2009-12-01T13:00:00-05:00","0","0","0","0","0","0","-0.339999999999975","-0.439999999999998","0.110000000000014","-0.279999999999973","-0.339999999999975","-0.25799999999998141","0.849788075237209","0.843472451822491","0.835081156313659","0.851060748978585","0.836020829219112","0.84308465231421115","380719.22504649","395485.559665584","402380.114975877","364755.382534652","416520.591183677","391972.174681256","4815936","4963507.2","4983897.6","5032972.8","5215104","5002283.52","506.715025323778","499.30095854922","514.490252076448","509.693922282538","498.50583691789","505.74119902997484","22516704","22099392","22878720","22346496","21796992","22327660.8"
"15","2009-12-01T14:00:00-05:00","0","0","0","0","0","0","1.18000000000001","1","1.63","1.24000000000001","1.12","1.234000000000004","0.782261458204215","0.777156329431139","0.765488692724228","0.782321456387023","0.767351729798976","0.77491593330911623","480130.638222557","489985.514104244","497138.72278872","462583.050273137","507238.645846312","487415.314246994","10556697.6","10806220.8","10947225.6","10979020.8","11300428.8","10917918.719999999","520.647787316751","510.596895062369","526.199621406272","522.937277886139","508.526261005896","517.78156853548535","22515840","22099392","22877856","22346496","21796992","22327315.2"
"16","2009-12-01T15:00:00-05:00","0","0","0","0","0","0","2.69","2.43000000000001","3.15000000000003","2.76000000000005","2.57000000000005","2.7200000000000282","0.721008146735774","0.717103387246055","0.702226530317316","0.719669769199144","0.705444804106392","0.71309052752093627","578947.697534069","584943.952515111","592356.912950292","560847.816278177","596853.926571653","582790.0611698603","16743628.8","16717363.2","17519155.2","17285529.6","17403033.6","17133742.080000002","534.531684068325","521.90406458935","537.85603261148","536.196598600796","518.555051302487","529.8086862344876","26726976","26544672","26625024","26682912","26330400","26581996.8"
"17","2009-12-01T16:00:00-05:00","0","0","0","0","0","0","3.74000000000001","3.47000000000003","4.21000000000004","3.81","3.61000000000001","3.7680000000000176","0.687905248422039","0.686509823759081","0.673252492379728","0.686404335416317","0.677921523334282","0.68239868466228937","558778.265003212","567484.908077739","572020.855563851","544175.295051144","583603.700276138","565212.60479441681","20180275.2","19974297.6","21040128","20882534.4","21098188.8","20635084.799999997","549.283221238336","537.838381832759","555.63025598512","550.79115549454","536.378129768868","545.9842288639245","26726112","26544672","26624160","26682912","26330400","26581651.2"
"18","2009-12-01T17:00:00-05:00","0","0","0","0","0","0","4.79000000000002","4.51000000000005","5.27000000000004","4.86000000000001","4.65000000000003","4.81600000000003","0.65615697486298","0.657089749738488","0.645193106531151","0.654593602790221","0.651126445789869","0.65283197594254183","543353.656500074","555183.703737781","555169.585334067","533127.207634351","574801.609350565","552327.15251136757","21138710.4","20788963.2","21961238.4","21500899.2","22255689.6","21529100.159999996","563.945654777067","553.805818275113","573.377263855605","565.356564405009","554.177507395403","562.13256174163939","26726112","26544672","26623296","26682048","26330400","26581305.6"
